# path	repository	first_key	lines	file	commit	still_here	owner	commit_unix
solar-bess-topology-v5/cable-geometry-visualiser-v5.html	globalgrid2050	9128979428	2051	solar-bess-topology-v5-cable-geometry-visualiser-v5-html.json	7b828f755bc19672d625ce747432e078ab264464	yes	Ventusltd	1779044475
